id,irony
1314540427874308096,0.29091310501098633
1314533448405614592,0.3264293074607849
1314509086596239360,0.17836427688598633
1314493025700077568,0.05823332071304321
1314477729371299840,0.1003638505935669
1283573207090561024,0.09894376993179321
1278098225723998208,0.6618053913116455
1278098076054491136,0.09401482343673706
1278097246089875456,0.3928149938583374
1278034342934204416,0.036125898361206055
1278010159500066816,0.9471774697303772
1278005673117331456,0.9205090403556824
1277998840172470272,0.04835975170135498
1256970626075631616,0.1073254942893982
1280135360459259904,0.8376970887184143
1280119787042070528,0.033089518547058105
1280054326556340224,0.23925822973251343
1279830833709428736,0.135806143283844
1279654107595374592,0.742210865020752
1279482560872153088,0.2225947380065918
1279464386667692032,0.8015692234039307
1279407090453352448,0.7357357740402222
1279384232595525632,0.12592345476150513
1279354039482888192,0.6338350772857666
1279126402550378496,0.8247512578964233
1279091255767715840,0.3953453302383423
1279051960570785792,0.8519222140312195
1279050742658142208,0.6683778762817383
1279043924577923072,0.39173781871795654
1279039726922719232,0.4147971272468567
1404077366696087552,0.8657832741737366
1404003571218227200,0.09086036682128906
1403814750681698304,0.06159317493438721
1403774291871678464,0.07141268253326416
1403739621490577408,0.0643460750579834
1403732130191089664,0.4249824285507202
1403729139392208896,0.26763731241226196
1403728303815544832,0.07510346174240112
1403726429628604416,0.49361562728881836
1403721832063246336,0.06517624855041504
1403721824328896512,0.47015637159347534
1403720434110054400,0.5410295724868774
1403714483206426624,0.18521076440811157
1403709568027402240,0.08189016580581665
1403705583660900352,0.057117462158203125
1403705549301157888,0.5002329349517822
1403705467205996544,0.07853645086288452
1403704590801977344,0.11619746685028076
1403704453421846528,0.25196826457977295
1403703561473736704,0.08552807569503784
1403703044345413632,0.0712054967880249
1403702306449891328,0.08172792196273804
1403702124786094080,0.06231129169464111
1403685493083103232,0.6773828864097595
1403680175775232000,0.4272835850715637
1403678110143373312,0.6342372894287109
1403677861827985408,0.3689178228378296
1403666589174702080,0.41743355989456177
1403665587209973760,0.6783366203308105
1403665153644806144,0.6538383364677429
1403664907623665664,0.4272835850715637
1403645095044341760,0.10292130708694458
1403642838835945472,0.06599241495132446
1403641171122044928,0.06526970863342285
1349516554636062720,0.23499184846878052
1349482208000696320,0.3274332284927368
1349481185731375104,0.4641861915588379
1349477371640950784,0.2504919767379761
1349477163452538880,0.14518678188323975
1349464531907600384,0.11611956357955933
1349463721609981952,0.2027767300605774
1349461665910296576,0.14256107807159424
1349460312148373504,0.2541700005531311
1551557891278180352,0.0979306697845459
1550435866203619328,0.06340032815933228
1550432853359484928,0.08872848749160767
1550432132069302272,0.07530063390731812
1550424626198724608,0.33287304639816284
1550422649343320064,0.10663479566574097
1550421475789783040,0.13879656791687012
1543327970349170688,0.11663621664047241
1540792376876273664,0.09728735685348511
1540301093162434560,0.5673559904098511
