id,hate,offensive
1314540427874308096,0.009717583656311035,0.07769668102264404
1314533448405614592,0.011271238327026367,0.11369210481643677
1314509086596239360,0.019336998462677002,0.1866043210029602
1314493025700077568,0.007878541946411133,0.039211809635162354
1314477729371299840,0.018498897552490234,0.08083134889602661
1283573207090561024,0.012963712215423584,0.054634273052215576
1278098225723998208,0.027241647243499756,0.06986838579177856
1278098076054491136,0.014930307865142822,0.040721893310546875
1278097246089875456,0.022452473640441895,0.042909085750579834
1278034342934204416,0.011841237545013428,0.03512650728225708
1278010159500066816,0.01001352071762085,0.04912436008453369
1278005673117331456,0.012672483921051025,0.042585015296936035
1277998840172470272,0.02482438087463379,0.04811137914657593
1256970626075631616,0.018452763557434082,0.05257284641265869
1280135360459259904,0.020995736122131348,0.05703693628311157
1280119787042070528,0.01618093252182007,0.05231833457946777
1280054326556340224,0.008062541484832764,0.050677478313446045
1279830833709428736,0.010397017002105713,0.03710603713989258
1279654107595374592,0.03837120532989502,0.07508653402328491
1279482560872153088,0.038536787033081055,0.0980636477470398
1279464386667692032,0.014791727066040039,0.043447017669677734
1279407090453352448,0.01595759391784668,0.034149229526519775
1279384232595525632,0.02293527126312256,0.0404239296913147
1279354039482888192,0.03953522443771362,0.09831386804580688
1279126402550378496,0.03820925951004028,0.6012172698974609
1279091255767715840,0.03185451030731201,0.25424838066101074
1279051960570785792,0.022284626960754395,0.047517597675323486
1279050742658142208,0.04255950450897217,0.15305542945861816
1279043924577923072,0.010218381881713867,0.027546346187591553
1279039726922719232,0.021297037601470947,0.17386823892593384
1404077366696087552,0.03446805477142334,0.1322035789489746
1404003571218227200,0.023374199867248535,0.07319533824920654
1403814750681698304,0.045972228050231934,0.13372540473937988
1403774291871678464,0.020940542221069336,0.08793967962265015
1403739621490577408,0.02261728048324585,0.05639612674713135
1403732130191089664,0.037458717823028564,0.06709146499633789
1403729139392208896,0.029680609703063965,0.6711504459381104
1403728303815544832,0.031637489795684814,0.07050341367721558
1403726429628604416,0.02229982614517212,0.06456905603408813
1403721832063246336,0.02600395679473877,0.08087444305419922
1403721824328896512,0.03214704990386963,0.06925618648529053
1403720434110054400,0.05494421720504761,0.28993380069732666
1403714483206426624,0.01598280668258667,0.048924267292022705
1403709568027402240,0.0175284743309021,0.052096009254455566
1403705583660900352,0.019103169441223145,0.12575161457061768
1403705549301157888,0.029268980026245117,0.07120376825332642
1403705467205996544,0.01797276735305786,0.0670621395111084
1403704590801977344,0.021357417106628418,0.05613219738006592
1403704453421846528,0.1587623953819275,0.23749929666519165
1403703561473736704,0.024516701698303223,0.1437702178955078
1403703044345413632,0.02589583396911621,0.16485166549682617
1403702306449891328,0.02000248432159424,0.05412709712982178
1403702124786094080,0.022880375385284424,0.6142461895942688
1403685493083103232,0.030912458896636963,0.11359727382659912
1403680175775232000,0.025414884090423584,0.07087969779968262
1403678110143373312,0.03816181421279907,0.5190556049346924
1403677861827985408,0.04135650396347046,0.19166463613510132
1403666589174702080,0.03537571430206299,0.07124292850494385
1403665587209973760,0.06093418598175049,0.6180040240287781
1403665153644806144,0.11163753271102905,0.2790592908859253
1403664907623665664,0.025414884090423584,0.07087969779968262
1403645095044341760,0.05518394708633423,0.5288808941841125
1403642838835945472,0.07547593116760254,0.10413676500320435
1403641171122044928,0.029717326164245605,0.22166448831558228
1349516554636062720,0.013421118259429932,0.15954387187957764
1349482208000696320,0.012913882732391357,0.0648605227470398
1349481185731375104,0.02572876214981079,0.1380023956298828
1349477371640950784,0.015172481536865234,0.08299726247787476
1349477163452538880,0.020117104053497314,0.078765869140625
1349464531907600384,0.017175912857055664,0.06979203224182129
1349463721609981952,0.012621462345123291,0.04434061050415039
1349461665910296576,0.009839951992034912,0.04934483766555786
1349460312148373504,0.013959228992462158,0.0631827712059021
1551557891278180352,0.03989964723587036,0.10690885782241821
1550435866203619328,0.02459341287612915,0.08132410049438477
1550432853359484928,0.02508366107940674,0.09714192152023315
1550432132069302272,0.03761559724807739,0.07849949598312378
1550424626198724608,0.028577864170074463,0.40927809476852417
1550422649343320064,0.024045705795288086,0.0731576681137085
1550421475789783040,0.06795251369476318,0.3355776071548462
1543327970349170688,0.031239569187164307,0.17424702644348145
1540792376876273664,0.08002036809921265,0.7435534596443176
1540301093162434560,0.12845873832702637,0.2640341520309448
1540300986786451456,0.15646523237228394,0.08935040235519409
